MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368027210,2022-01-01T00:00:01,26.84656,-97.46684,0.0,217.2,6.0,FANNIN,,WDJ9556,57,12,113,34,2.5,57,A
538008832,2022-01-01T00:00:51,27.81991,-97.48027,0.0,123.8,116.0,SUNRISE GLORY,IMO9877810,V7A2810,80,5,183,32,7.9,80,A
210000000,2022-01-01T00:00:02,29.57678,-90.60566,0.0,34.2,0.0,RYAN JAMES,,,31,15,26,10,0.0,31,A
367511590,2022-01-01T00:00:05,46.77472,-92.05436,0.1,55.0,326.0,DEFIANCE,IMO8109761,WDG2047,31,0,44,13,5.5,70,A
366884150,2022-01-01T00:00:01,29.73029,-95.01968,0.0,337.6,22.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,0,16,6,,57,A
477948700,2022-01-01T00:00:09,41.18623,-72.83980,11.9,112.3,110.0,LUCHOW,IMO9715218,VROY6,70,0,179,,,70,A
369970839,2022-01-01T00:00:02,30.36706,-88.56341,0.0,278.6,511.0,SOUTHERN JOURNEY,,KABM,90,0,23,,,30,A
366904910,2022-01-01T00:00:00,46.50359,-84.61511,12.5,309.7,310.0,KAYE E BARKER,IMO5097450,WCF3012,70,0,233,21,8.0,70,A
367755430,2022-01-01T00:00:27,32.72612,-117.19085,0.0,20.4,511.0,WORKLIFE BALANCE,,WDJ2120,37,,,,,,B
366961480,2022-01-01T00:00:00,38.53159,-90.25725,0.0,121.0,198.0,P B SHAH,,WDB8609,31,12,46,13,,52,A
367657950,2022-01-01T00:00:59,32.75610,-79.89424,0.0,227.4,511.0,WILLIAM BRECKENRIDGE,IMO8992340,WDH8437,31,0,19,7,,52,A
367313530,2022-01-01T00:01:07,29.77316,-90.21994,4.4,120.2,511.0,STEPHANIE A SETTOON,,WDD9594,31,0,15,6,,90,A
367616040,2022-01-01T00:01:08,29.93622,-90.00220,0.0,169.7,302.0,LEISA GAIL STRAFUSS,,WDH4277,31,0,22,,,52,A
367490790,2022-01-01T00:01:10,29.65108,-94.97028,10.0,162.9,511.0,ANDREW K,IMO8835126,WDF8044,31,0,26,10,,52,A
369867000,2022-01-01T00:01:10,40.61565,-125.03758,21.0,176.0,177.0,SAMPSON,,NWTS,90,0,,,,0,A
367513020,2022-01-01T00:00:07,42.37995,-71.04294,0.0,247.4,511.0,HAROLD A REINAUER II,IMO7129489,WDG2185,31,0,29,9,4.0,0,A
366933870,2022-01-01T00:01:13,18.00610,-66.76491,102.3,360.0,511.0,MR FRANKIE P,IMO7512040,WDB6962,31,5,34,10,5.3,52,A
367507390,2022-01-01T00:01:18,27.84680,-97.22457,0.0,58.0,231.0,SIGNET STARS&STRIPES,IMO9593141,WDF9652,31,5,30,12,4.0,31,A
538007850,2022-01-01T00:01:03,32.34363,-117.09555,0.1,199.0,278.0,ARDMORE SEALANCER,IMO9367695,V7NM7,80,5,182,32,11.1,80,A
367057380,2022-01-01T00:00:54,29.94005,-90.17842,0.0,333.9,511.0,DEL WILKINS,,WDC6516,31,12,18,8,,31,A
367079240,2022-01-01T00:01:05,30.42557,-91.19505,0.0,273.2,511.0,CAPT TED BERGERON,,WDC7937,31,0,18,7,,31,A
369970839,2022-01-01T00:01:03,30.36706,-88.56341,0.0,279.5,511.0,SOUTHERN JOURNEY,,KABM,90,0,23,,,30,A
367129630,2022-01-01T00:01:05,30.52889,-91.20850,0.0,17.7,511.0,TATE OGLESBY,,WDC2893,31,0,50,11,,32,A
564898000,2022-01-01T00:01:08,19.56277,-92.27063,0.0,360.0,511.0,WEST COURAGEOUS,IMO8768452,9V2541,90,15,130,120,0.0,90,A
338644000,2022-01-01T00:01:08,18.43623,-64.45094,0.1,118.3,26.0,SOUTHERN QUEST,IMO9222637,WCZ5544,90,0,62,14,4.4,92,A
319934000,2022-01-01T00:01:12,25.80030,-80.25148,0.0,286.3,511.0,MIZU,IMO1008255,ZCIT2,37,0,53,8,2.5,37,A
367098550,2022-01-01T00:01:09,38.05930,-122.22528,3.7,87.9,511.0,HEIDI L BRUSCO,IMO8628195,WDC9175,31,0,35,9,3.1,46,A
338141422,2022-01-01T00:01:16,37.51306,-122.19587,0.0,214.5,245.0,SHEAR MADNESS,,,37,0,24,6,,37,A
319072000,2022-01-01T00:00:58,26.70891,-80.04628,0.3,173.2,189.0,ANJILIS,,ZCNP6,37,0,27,6,0.0,37,A
367390470,2022-01-01T00:01:09,26.05554,-80.11455,0.0,191.0,273.0,RICHARD L BECKER,,WCY8957,60,5,26,7,,90,A
565254000,2022-01-01T00:00:01,29.97093,-90.25695,11.2,265.5,265.0,EPIC BALI,IMO9519523,9V2988,80,0,117,18,6.8,80,A
367110280,2022-01-01T00:00:02,32.83269,-79.94204,0.0,360.0,511.0,JAY MICHAEL,,WDD2051,31,0,20,7,,52,A
367582170,2022-01-01T00:01:05,38.03945,-121.88594,0.0,230.7,106.0,EN PASSANT,,WDG8894,37,,14,,,,B
366971280,2022-01-01T00:00:01,37.69373,-122.35530,26.7,192.8,188.0,BAY BREEZE,IMO9083392,WDE3988,60,0,29,8,,60,A
366962010,2022-01-01T00:00:02,27.21057,-97.42507,6.8,195.3,511.0,MISS MONIE,,WCZ9166,31,0,16,6,,0,A
367523620,2022-01-01T00:00:02,28.70020,-91.73485,12.5,355.4,511.0,BEST WON,IMO8964185,WDG3207,60,0,38,7,2.0,6,A
367546770,2022-01-01T00:00:07,47.63349,-122.33008,0.0,133.6,266.0,SOVEREIGN,IMO8003149,WDG5448,90,0,54,12,3.7,72,A
368181960,2022-01-01T00:01:05,28.93714,-95.32140,5.9,209.8,511.0,LEYTE GULF,,WDL9756,0,15,4,2,0.0,0,A
367134360,2022-01-01T00:00:10,39.30470,-73.26280,4.7,174.9,511.0,ATLANTIC WARRIOR,,WDD3657,30,,16,5,,,B
367781550,2022-01-01T00:00:58,29.98558,-90.40646,0.0,188.5,314.0,GARLAND GASPARD,,WDJ4830,31,12,,,,31,A
338145466,2022-01-01T00:00:58,25.31059,-80.29900,0.0,115.6,511.0,HERITAGE,,,37,,15,,,,B
246272000,2022-01-01T00:01:01,18.00595,-68.40313,14.5,213.3,212.0,CORAL ANTHELIA,IMO9625140,PCPB,84,0,115,17,6.3,84,A
367090390,2022-01-01T00:01:05,29.11224,-90.20836,8.0,350.4,511.0,SUN DAY,,WDC8625,60,0,31,7,,0,A
538006644,2022-01-01T00:01:05,30.47785,-91.19430,0.1,122.6,1.0,SILVER MILLIE,IMO9692363,V7NP8,80,5,183,,,80,A
367448060,2022-01-01T00:01:07,29.88511,-92.40175,5.6,276.0,511.0,SETH D,IMO8635588,WDF4107,31,15,18,8,,57,A
304332000,2022-01-01T00:00:00,28.88093,-89.40360,12.3,141.0,141.0,STINNES ZEPHIR,IMO9473236,V2HC9,73,0,144,22,10.2,73,A
367518780,2022-01-01T00:00:00,47.54317,-122.63567,0.0,289.9,259.0,ADMIRAL PETE,,WDG2741,60,0,20,6,1.0,60,A
316001068,2022-01-01T00:00:02,49.14503,-123.87195,0.0,242.3,195.0,ARCTIC HOOPER,IMO7601786,VD3837,31,0,33,10,4.0,31,A
316018477,2022-01-01T00:00:03,41.92957,-83.11113,11.8,163.7,164.0,ALGOMA DISCOVERY,IMO8505848,CFK9796,70,0,222,23,9.9,70,A
367113660,2022-01-01T00:00:04,33.72070,-118.27903,0.0,333.4,511.0,LAREE,,WDD2312,37,,21,5,,,B
368021140,2022-01-01T00:00:09,37.20630,-76.41792,0.0,341.1,511.0,F\VALASKA,,WDJ8922,30,7,30,8,4.0,30,A
538009563,2022-01-01T00:00:35,34.14784,-119.20770,0.0,11.0,91.0,DEL MONTE PRIDE,IMO9869693,V7A4893,70,5,192,30,8.9,70,A
366952870,2022-01-01T00:00:51,40.64493,-74.07264,0.0,213.0,220.0,SEN JOHN J MARCHI,IMO9364411,WDB8296,60,5,94,21,4.2,60,A
245347000,2022-01-01T00:00:03,35.87807,-75.04027,10.0,187.2,189.0,AZORESBORG,IMO9466051,PBPU,70,0,143,21,9.7,79,A
366997360,2022-01-01T00:00:03,24.55313,-81.80776,0.0,297.4,6.0,NORWEGIAN SEA,IMO7523659,WDC2759,31,0,42,10,4.4,52,A
367028880,2022-01-01T00:00:03,29.61258,-95.01063,0.1,21.5,511.0,DINO JOHN,,WCX6387,31,0,15,6,,52,A
367794470,2022-01-01T00:00:14,41.72145,-87.90165,4.8,55.7,57.0,GWYNETH ANNE,,WDJ6110,31,15,,,,31,A
338173126,2022-01-01T00:00:32,47.63151,-122.34019,0.0,285.5,511.0,CHING SHIH,,,37,,12,,,,B
366916250,2022-01-01T00:00:50,27.76075,-82.63527,0.0,225.0,511.0,STORE CHECKS,,WDH4119,37,15,23,5,,37,A
367684870,2022-01-01T00:00:52,30.13656,-88.66433,2.7,36.0,511.0,EVENING TIDE,IMO8960244,WDI3089,30,,25,7,,,B
367750000,2022-01-01T00:00:53,30.18815,-88.66824,0.1,292.4,155.0,HARVEY SUPPLIER,IMO9388118,WDAW,90,0,85,18,5.0,70,A
368197440,2022-01-01T00:00:02,43.11605,-70.80691,0.0,296.5,126.0,MARCELLA G GONDRAN,,WDM3461,52,0,32,10,0.0,52,A
367169710,2022-01-01T00:00:10,38.05906,-75.61764,0.0,238.9,511.0,CAPT TED,,WDD6210,31,0,20,7,,52,A
367536940,2022-01-01T00:00:54,29.68589,-91.18856,0.0,360.0,511.0,ANDI NICOL,IMO8975304,WDJ2434,90,0,45,12,1.7,90,A
319747000,2022-01-01T00:00:54,25.75629,-80.14605,0.0,146.6,150.0,BALAJU,IMO9089499,ZCIB6,37,0,44,8,2.8,37,A
367579920,2022-01-01T00:00:58,29.99951,-89.99166,0.0,218.1,85.0,SAVAGE INSPIRATION,,WDG8667,31,12,23,,,57,A
368103840,2022-01-01T00:00:10,35.02304,-76.69697,1.2,342.9,511.0,LILLIE BELLE,IMO0000000,,30,,29,7,,,B
367518780,2022-01-01T00:01:09,47.54327,-122.63517,2.8,74.0,304.0,ADMIRAL PETE,,WDG2741,60,0,20,6,1.0,60,A
245347000,2022-01-01T00:01:13,35.87481,-75.04077,10.0,187.2,189.0,AZORESBORG,IMO9466051,PBPU,70,0,143,21,9.7,79,A
566085000,2022-01-01T00:00:03,34.75297,-75.73313,17.2,230.1,230.0,PARSIFAL,IMO9515395,9V9111,70,0,264,32,12.3,70,A
338354426,2022-01-01T00:00:11,32.72255,-117.18653,6.1,349.9,511.0,KAYLEIGH,IMO0000000,,36,,12,4,,,B
367492920,2022-01-01T00:00:07,33.73504,-118.27102,0.0,349.9,511.0,KENNETH CARL,IMO8978710,WDF8246,90,0,33,7,2.7,79,A
366982340,2022-01-01T00:00:09,47.63201,-122.37934,0.0,231.2,0.0,BRYNN FOSS,IMO8127567,WTT8531,31,5,30,11,4.9,52,A
367597530,2022-01-01T00:00:03,40.78809,-73.91949,0.1,85.0,215.0,HUNTS POINT,IMO9648049,WDH2432,90,9,88,21,4.6,80,A
367622660,2022-01-01T00:00:03,29.66777,-91.09837,0.0,134.1,4.0,FMS COURAGE,IMO9207948,WDH4919,90,0,57,13,4.1,70,A
366972020,2022-01-01T00:00:04,42.20878,-81.07507,12.6,249.2,248.0,ARTHUR M ANDERSON,IMO5025691,WDH7563,70,0,233,21,8.0,70,A
368177590,2022-01-01T00:01:20,27.82192,-97.48438,0.0,286.2,216.0,ADDISON FAITH,,WDL9274,57,12,119,34,2.9,57,A
366637150,2022-01-01T00:01:23,47.55615,-122.34129,0.0,219.8,99.0,HARRY M,,WYR2936,31,15,28,9,,32,A
367513180,2022-01-01T00:00:35,48.53711,-123.01424,0.0,178.7,133.0,OASIS,,WDG2200,37,,16,,,,B
338058000,2022-01-01T00:00:54,25.28699,-96.07468,14.2,209.6,204.0,ARC INTEGRITY,IMO9332949,KINQ,70,0,228,32,9.2,70,A
368078680,2022-01-01T00:00:59,30.01747,-91.48829,4.5,331.0,338.0,ERIC SWENDSEN,IMO1292802,WDK6846,57,12,211,18,3.1,57,A
367755990,2022-01-01T00:00:59,29.14732,-90.19291,0.0,355.8,511.0,CROSBY DREDGER,,WDJ2183,90,3,,,,33,A
316023605,2022-01-01T00:00:00,49.23076,-122.77134,0.0,215.2,32.0,HARKEN NO 7,IMO7233266,,31,0,22,7,,32,A
368076750,2022-01-01T00:00:00,47.65934,-122.37972,0.0,212.5,359.0,GLACIER BAY,IMO7917795,WDK6658,30,0,47,0,4.0,30,A
368133590,2022-01-01T00:01:04,28.77101,-95.61734,5.2,238.5,511.0,MISS CATHERINE,IMO1301428,WDL4660,31,12,22,10,2.9,31,A
367376370,2022-01-01T00:00:02,42.28098,-83.12755,0.0,199.9,511.0,WYOMING,,WC7559,31,0,24,6,,99,A
477692800,2022-01-01T00:01:07,29.28283,-94.20530,12.7,225.0,225.0,SC FALCON,IMO9746190,VRQI2,81,0,179,28,9.1,81,A
367608840,2022-01-01T00:00:02,40.24842,-73.96277,1.8,13.0,8.0,CHARLES A,IMO8424202,WDH3586,31,0,27,8,1.9,52,A
366884150,2022-01-01T00:01:13,29.73029,-95.01968,0.0,258.2,21.0,MARTIN EXPRESS,IMO8644448,WDB3169,31,0,16,6,,57,A
366946710,2022-01-01T00:00:04,42.62821,-73.75464,0.1,235.1,511.0,TURECAMO GIRLS,IMO6604781,WDC3464,31,0,29,8,3.9,52,A
338173269,2022-01-01T00:00:24,49.41420,-123.45079,7.1,263.5,511.0,FINN SEEKER,,,37,,14,,,,B
368063440,2022-01-01T00:01:16,37.77068,-122.29949,0.0,320.0,273.0,CARINA,,WDK5289,60,0,42,12,2.0,60,A
316036419,2022-01-01T00:00:15,42.98311,-79.21906,3.2,197.1,195.0,MCKEIL SPIRIT,IMO9347023,VCAS,70,0,140,21,4.4,70,A
338185321,2022-01-01T00:00:54,26.79304,-80.05200,0.1,210.3,511.0,FISH BONE,,,37,,13,,,,B
477627300,2022-01-01T00:00:00,33.71402,-118.27459,0.0,305.3,305.0,MOL EMISSARY,IMO9407158,VRFX6,70,5,294,32,13.7,71,A
367559010,2022-01-01T00:00:01,29.81471,-88.61363,8.5,276.6,511.0,MR FIC,IMO9677791,WDG6627,30,,32,8,,,B
367463060,2022-01-01T00:00:00,47.33186,-122.50781,0.0,356.9,11.0,WSF CHETZEMOKA,IMO9347669,WDF5502,60,0,83,19,3.2,60,A
368174430,2022-01-01T00:00:02,29.65355,-94.26000,4.4,59.4,60.0,HARRY BRINDELL,IMO0000044,WDL8945,57,15,141,34,2.9,57,A
367120550,2022-01-01T00:00:01,39.89730,-75.21206,0.0,230.2,511.0,HIGH ROLLER,IMO7045970,WDD2839,31,0,28,8,4.2,52,A
566985000,2022-01-01T00:00:02,29.87501,-89.90297,12.1,196.2,205.0,THOR BREEZE,IMO9474802,9V6895,70,0,190,32,12.6,70,A
366727190,2022-01-01T00:01:02,40.64101,-74.12906,0.0,252.1,357.0,JILL REINAUER,IMO7042813,WCW9655,31,0,30,8,3.8,57,A
367458770,2022-01-01T00:00:02,30.36674,-86.09790,0.1,352.6,511.0,BETTY ANN,,WDF5049,31,15,15,6,,31,A
367327560,2022-01-01T00:01:03,29.85748,-90.06408,0.0,100.0,165.0,CINDY HULL,,WDE2631,31,12,26,9,,31,A
367113120,2022-01-01T00:00:08,40.63672,-74.07215,0.2,239.4,511.0,SHAWN MILLER,,WDD2268,31,15,14,5,,31,A
353143000,2022-01-01T00:01:06,25.95847,-97.37878,0.0,58.0,249.0,HONG YUAN,IMO9500883,3EUX3,70,5,225,32,14.2,70,A
303422000,2022-01-01T00:00:12,34.15228,-119.20991,0.0,260.0,358.0,SEA VENTURE,IMO9347413,WDC5952,90,5,106,21,6.9,99,A
311733000,2022-01-01T00:01:07,39.03850,-76.38253,14.7,163.2,163.0,ENCHANTMENTOFTHESEAS,IMO9111802,C6FZ7,60,0,301,32,7.8,60,A
369097000,2022-01-01T00:00:26,47.64574,-122.23260,0.0,57.8,511.0,GLORIA,,WDG4033,37,,26,7,,,B
367728850,2022-01-01T00:00:04,41.30259,-71.56418,9.9,271.3,269.0,GRACIE M REINAUER,IMO9804605,WDI7449,31,0,35,,,57,A
368130570,2022-01-01T00:00:00,29.72387,-95.02032,0.1,9.6,104.0,GEMINI,IMO9905071,WDL4352,52,0,30,13,5.1,52,A
368010480,2022-01-01T00:00:00,30.11036,-90.91719,3.5,354.6,354.0,CSS GEORGIA,,WDJ7827,31,5,20,7,,31,A
366778440,2022-01-01T00:00:45,43.70789,-124.09950,0.0,221.1,511.0,MIST COVE,,WCZ7030,60,0,44,9,,60,A
316001068,2022-01-01T00:01:10,49.14500,-123.87198,0.0,207.4,195.0,ARCTIC HOOPER,IMO7601786,VD3837,31,0,33,10,4.0,31,A
366990010,2022-01-01T00:00:00,35.47391,-90.00384,7.1,155.1,154.0,SHERYL,,WDC2249,31,0,24,11,,31,A
366766940,2022-01-01T00:00:01,19.03745,-67.53103,7.8,144.4,141.0,PATRIARCH,IMO7726524,WBN3014,31,0,39,11,5.2,52,A
367599850,2022-01-01T00:00:54,30.39275,-91.21099,0.0,159.7,45.0,BRIAN LEE TESTE,,WDH2656,31,0,23,9,,57,A
368112080,2022-01-01T00:00:02,29.83519,-92.13018,3.5,115.8,98.0,WILLIAM GOLDING,IMO1296837,WDL2442,0,0,32,10,0.0,0,A
316018477,2022-01-01T00:01:12,41.92591,-83.10978,11.8,164.4,164.0,ALGOMA DISCOVERY,IMO8505848,CFK9796,70,0,222,23,9.9,70,A
367026710,2022-01-01T00:00:04,41.09329,-72.36015,8.3,191.1,511.0,MENANTIC,,WDC4565,60,0,38,13,,69,A
367347150,2022-01-01T00:00:58,30.09273,-93.72431,0.0,199.5,335.0,EAGLE,IMO8990940,WDH4673,31,12,22,9,2.5,31,A
477728400,2022-01-01T00:00:08,32.69167,-79.74460,12.3,297.7,295.0,MAERSK KARACHI,IMO9162215,VRGL4,70,0,299,42,14.0,71,A
367666110,2022-01-01T00:01:13,29.34098,-89.30366,0.0,272.6,511.0,JAX,,WDH9245,31,0,11,7,,31,A
367488370,2022-01-01T00:00:00,26.12452,-82.13780,5.4,136.6,139.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
368027210,2022-01-01T00:01:10,26.84657,-97.46684,0.0,248.2,6.0,FANNIN,,WDJ9556,57,12,113,34,2.5,57,A
367446340,2022-01-01T00:01:16,47.64584,-122.31177,0.0,0.0,511.0,OASIS,,WDF3973,37,,,,,,B
368548000,2022-01-01T00:01:06,44.17298,-124.24458,3.5,355.5,5.0,MISS BERDIE,IMO888588400,WBD6999,30,0,24,12,3.8,30,A
311000397,2022-01-01T00:01:11,32.34565,-118.17540,8.5,258.1,272.0,OVATION OF THE SEAS,IMO9697753,C6BX9,60,0,348,50,8.7,60,A
366917530,2022-01-01T00:00:01,41.63350,-70.90787,0.0,70.5,260.0,SANKATY,IMO8108030,WCE6015,60,0,71,15,3.7,60,A
367548930,2022-01-01T00:01:13,29.54688,-95.02061,0.0,263.1,511.0,BOARDWALK FANTASEA,,WDG5661,60,0,30,6,,60,A
368091960,2022-01-01T00:00:02,40.57227,-73.89264,24.0,78.8,78.0,JEWEL OF THE HARBOR,IMO123456789,WDK8213,40,0,29,10,0.0,40,A
368054660,2022-01-01T00:01:10,29.31444,-94.79376,0.0,321.7,150.0,ML GROVE,IMO9164483,WDK4389,16,0,0,0,0.0,16,A
563000100,2022-01-01T00:00:01,38.27408,-74.44098,15.7,108.3,110.0,ELLINGTON,IMO9744922,9V2908,80,0,159,24,9.0,80,A
368954410,2022-01-01T00:00:01,38.42432,-74.93360,0.9,208.2,211.0,B E LINDHOLM,IMO8402773,WCY9878,90,3,90,16,6.1,33,A
367179990,2022-01-01T00:00:01,40.68641,-74.15900,0.0,88.1,170.0,MARJORIE B MCALLISTE,IMO7391020,WDD6957,31,0,32,9,3.9,52,A
366953940,2022-01-01T00:00:02,44.11216,-69.10161,0.0,234.4,511.0,STARLIGHT,IMO7731256,WDB8157,30,0,23,7,,30,A
338215000,2022-01-01T00:00:01,27.67104,-94.51333,10.2,355.7,351.0,HARVEY GLADIATOR,IMO9752515,WDH6366,90,0,61,14,4.3,78,A
310780000,2022-01-01T00:00:01,18.12267,-64.53120,14.2,102.0,99.0,SKY PRINCESS,IMO9802396,ZCEV9,69,0,330,44,8.6,69,A
367363780,2022-01-01T00:00:04,37.20884,-76.78641,11.9,326.7,511.0,WILLIAMSBURG,IMO8220785,WRC4032,60,0,60,19,,60,A
720181000,2022-01-01T00:00:03,25.79948,-80.24990,0.0,347.1,511.0,MR BENITO,IMO8977106,CPA3020,70,0,33,10,3.5,70,A
367091120,2022-01-01T00:00:04,39.89592,-75.19675,0.0,146.7,511.0,ROBERT E MCALLISTER,IMO9068574,WDC8669,31,15,33,9,4.0,52,A
367637540,2022-01-01T00:00:03,29.77117,-95.10199,0.2,360.0,511.0,CAPT FRANK BANTA JR,,WDH6399,31,0,27,,,31,A
367186840,2022-01-01T00:00:01,29.34793,-91.40490,5.7,34.8,511.0,KENNETH S SETTOON,,WDD7467,31,5,15,6,,12,A
366925000,2022-01-01T00:00:02,30.35756,-89.08938,0.0,299.4,511.0,SUSAN W,IMO8968789,WCW4123,31,0,33,10,3.6,31,A
367770980,2022-01-01T00:00:03,48.01158,-122.63262,8.2,152.3,156.0,BILL GOBEL,IMO9835812,WDJ3749,31,0,,,,31,A
338194895,2022-01-01T00:00:20,37.27940,-76.01035,0.0,315.0,511.0,PARADISE POINT,,,60,,,,,,B
538007465,2022-01-01T00:00:07,41.49418,-125.65040,10.6,359.6,1.0,SFL SABINE,IMO9799874,V7PB3,80,0,250,44,10.6,80,A
367710950,2022-01-01T00:00:50,47.62964,-122.39173,0.0,360.0,511.0,ENDLESS OPTIONS,,WDI5674,37,,,,,,B
316001633,2022-01-01T00:00:15,43.64251,-79.36749,0.0,287.5,242.0,CSL ASSINIBOINE,IMO7413218,VCKQ,70,0,225,23,9.0,79,A
367478440,2022-01-01T00:00:03,30.02011,-93.98018,0.0,358.7,358.0,ERIC BUNCE,,WDF6847,31,1,21,9,,57,A
367625190,2022-01-01T00:00:49,29.72044,-90.11772,0.0,0.0,511.0,GAR,IMO7832000,WDH5167,90,0,21,14,,90,A
367050490,2022-01-01T00:00:10,32.72443,-117.22624,0.0,266.6,511.0,ROYAL POLARIS,IMO8655382,WYM7156,60,15,31,8,,60,A
366857410,2022-01-01T00:00:53,32.85439,-79.95289,0.0,255.2,511.0,DONAL G MCALLISTER,IMO8980880,WDA8725,31,0,33,9,4.3,52,A
316033071,2022-01-01T00:00:16,49.16858,-123.93245,0.0,360.0,511.0,DAVID J,,,31,0,,,,31,A
367391260,2022-01-01T00:00:01,29.35003,-94.77760,12.2,329.0,511.0,ROBERT H DEDMAN,IMO9207003,WCY9892,60,0,80,19,3.2,0,A
367159120,2022-01-01T00:00:08,36.83871,-76.29126,0.0,233.7,332.0,ARIES,,WDD5491,31,0,18,7,,52,A
367193790,2022-01-01T00:00:54,27.82458,-97.43615,0.0,300.7,32.0,GEORGE H THOMAS,,WDD7994,31,12,21,9,,57,A
338048556,2022-01-01T00:00:09,37.81592,-122.31971,0.0,204.2,511.0,BEAVER,,WCW6340,90,15,0,0,0.0,90,A
367428170,2022-01-01T00:00:00,30.44834,-91.19532,5.5,346.4,511.0,CAJUN HUSTLER,,WDF2447,31,0,17,6,,31,A
366946170,2022-01-01T00:00:10,40.76002,-73.85228,0.1,256.8,511.0,SKYLINE PRINCESS,,WDB7684,60,15,27,8,,69,A
367508060,2022-01-01T00:00:11,32.72657,-117.20769,0.0,281.6,511.0,PANCHO,,WDF9714,37,,21,6,,,B
316003663,2022-01-01T00:00:05,49.37604,-123.49311,6.8,257.3,257.0,SEASPAN CORSAIR,IMO7434779,CZ6447,31,0,25,7,3.9,52,A
368170890,2022-01-01T00:00:53,28.64137,-96.55123,0.0,248.5,266.0,CAPT FRANK W BANTA,,WDL8581,31,15,23,11,0.0,31,A
563069500,2022-01-01T00:00:53,28.42921,-93.05973,16.6,143.8,143.0,MARVEL KITE,IMO9760782,9V5099,84,0,293,46,11.6,84,A
367380880,2022-01-01T00:00:01,37.79337,-122.28169,6.8,85.7,67.0,GEMINI,IMO9550747,WDE6488,60,0,34,8,1.9,60,A
367552130,2022-01-01T00:00:00,38.59663,-90.19396,2.4,42.9,511.0,BECKY THATCHER,,WDG5964,60,15,25,,,60,A
369970476,2022-01-01T00:00:00,30.40100,-88.25783,0.0,229.6,28.0,GENERAL IRWIN,,AEJF,90,12,17,,,31,A
368023230,2022-01-01T00:00:03,29.35026,-90.24806,0.0,4.4,511.0,MS.EMILY,IMO999975000,WDJ9153,20,15,0,0,0.0,20,A
565220000,2022-01-01T00:00:01,37.71355,-122.75493,16.1,247.0,253.0,WAN HAI 315,IMO9302695,S6AV5,70,0,212,32,11.5,70,A
369751000,2022-01-01T00:00:01,33.73432,-118.24928,0.0,336.8,250.0,PRESIDENTFDROOSEVELT,IMO9400069,WROT,70,0,306,40,11.8,70,A
367444730,2022-01-01T00:00:00,29.69122,-91.49495,3.8,115.3,511.0,REPENTANCE,IMO8975847,WDF3848,31,12,21,8,,57,A
316039018,2022-01-01T00:00:02,49.29076,-123.06121,0.0,218.0,318.0,SST ORCA,IMO9756494,CFA2896,52,0,32,13,5.8,52,A
367165450,2022-01-01T00:00:05,41.74980,-73.94138,8.8,2.8,3.0,TREASURE COAST,IMO9448267,WDD5896,31,0,31,10,3.7,32,A
636016273,2022-01-01T00:00:08,37.25488,-72.69318,10.0,134.8,149.0,TAURUS SUN,IMO9332822,D5FI4,80,0,243,42,15.6,80,A
367704190,2022-01-01T00:00:08,42.47953,-73.78811,0.0,360.0,511.0,HR PIKE,,WDI5005,31,0,18,7,,52,A
338212122,2022-01-01T00:00:24,35.10209,-77.03953,0.6,0.0,511.0,MAD HATTERAS,,,37,,,,,,B
367415180,2022-01-01T00:00:00,29.77880,-94.03106,5.3,230.4,511.0,BUD SONIER,,WDE9248,31,0,21,9,,31,A
367645320,2022-01-01T00:00:50,47.62979,-122.39573,0.0,248.4,511.0,MAGIC CARPET,,WDH7152,37,,13,,,,B
366967810,2022-01-01T00:00:01,33.06752,-79.12887,9.2,240.7,511.0,EMILE T,IMO8956750,WCY5115,31,0,21,7,,31,A
368101960,2022-01-01T00:00:01,40.70975,-73.97876,23.4,245.8,244.0,H90,,WDK9256,69,0,35,6,0.0,69,A
367720130,2022-01-01T00:00:01,29.99673,-93.94770,7.4,280.3,511.0,LONE STAR,,WDI6577,60,15,,,,37,A
367130910,2022-01-01T00:00:05,41.45796,-70.59463,8.3,215.7,37.0,ISLAND HOME,IMO9410478,WDD3413,60,0,77,19,3.3,60,A
367787770,2022-01-01T00:00:28,46.17132,-123.05492,0.0,360.0,511.0,CLEAN RIVER 1,,WDJ5449,54,,,,,,B
367001890,2022-01-01T00:00:53,28.40900,-80.60296,0.1,292.4,511.0,MISS JUANITA,,WDC3039,31,0,16,6,,52,A
366880470,2022-01-01T00:00:02,36.76245,-76.29752,0.0,211.5,511.0,DOTTI J,,WCAE,31,0,17,7,,52,A
316009547,2022-01-01T00:00:09,48.92553,-123.71389,0.0,233.8,271.0,KUPER,IMO9029267,CFN4618,60,0,52,16,2.9,60,A
338114252,2022-01-01T00:00:09,35.81436,-74.89893,7.6,272.1,511.0,SARAH BRENT,,,30,,13,,,,B
368159060,2022-01-01T00:00:15,32.69409,-117.15200,0.0,360.0,511.0,SANDPIPER,,WDL7314,33,3,0,0,0.0,33,A
367444730,2022-01-01T00:01:01,29.69078,-91.49383,3.8,116.0,511.0,REPENTANCE,IMO8975847,WDF3848,31,12,21,8,,57,A
